Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF:ke	GVF:s	GVF:traj	GVF:omega	GVF:omega_d	GVF:t_norm	GVF:n_norm	GVF:error	GVF:phi	NAVIGATION:block_time	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:dist_wp	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_stage	NAVIGATION:cur_block
2232.569	08:41:50.569	37.297657598	-3.684125235	0.05	1	1	0.0074	-0.047178	14.299099	7.605577	10.165607	10.165607	9	635	117.5	0.	25.5	-115.2	2	6
2232.819	08:41:50.819	37.297657598	-3.684125235	0.05	1	1	0.006783	-0.048088	14.495249	7.54654	10.02131	10.02131	9	635	117.5	0.	25.5	-115.2	2	6
2233.069	08:41:51.069	37.297641129	-3.684214220	0.05	1	1	0.007628	-0.048036	14.390311	7.48363	9.868747	9.868747	10	636	132.3	0.	22.	-131.	2	6
2233.319	08:41:51.319	37.297633209	-3.684258829	0.05	1	1	0.004472	-0.048408	14.423364	7.427025	9.732537	9.732537	10	636	132.3	0.	22.	-131.	2	6
2233.569	08:41:51.569	37.297625470	-3.684303439	0.05	1	1	0.006137	-0.049035	14.533738	7.370791	9.598215	9.598215	10	636	132.3	0.	22.	-131.	2	6
2233.819	08:41:51.819	37.297625470	-3.684303439	0.05	1	1	0.010311	-0.049772	14.662674	7.305017	9.44236	9.44236	10	636	132.3	0.	22.	-131.	2	6
2234.069	08:41:52.069	37.297610887	-3.684393570	0.05	1	1	0.010807	-0.050016	14.656096	7.250113	9.3133	9.3133	10	636	132.3	0.	22.	-131.	2	6
2234.319	08:41:52.319	37.297603956	-3.684438639	0.05	1	1	-0.001083	-0.050601	14.738812	7.186089	9.163995	9.163995	11	637	147.5	0.	18.5	-146.9	2	6
2234.569	08:41:52.569	37.297596573	-3.684484042	0.05	1	1	-0.004544	-0.051566	14.943547	7.127494	9.028469	9.028469	11	637	147.5	0.	18.5	-146.9	2	6
2234.819	08:41:52.819	37.297589098	-3.684529557	0.05	1	1	-0.01154	-0.051549	14.858044	7.074535	8.906907	8.906907	11	637	147.5	0.	18.5	-146.9	2	6
2235.069	08:41:53.069	37.297581897	-3.684574736	0.05	1	1	-0.014206	-0.051794	14.8391	7.01333	8.767504	8.767504	13	638	163.2	0.	15.8	-163.	2	6
2235.319	08:41:53.319	37.297574694	-3.684620028	0.05	1	1	-0.016793	-0.052306	14.916629	6.963673	8.655268	8.655268	13	638	163.2	0.	15.8	-163.	2	6
2235.569	08:41:53.569	37.297567850	-3.684665662	0.05	1	1	-0.015734	-0.052866	14.999491	6.908736	8.531991	8.531991	13	638	163.2	0.	15.8	-163.	2	6
2235.819	08:41:53.819	37.297567850	-3.684665662	0.05	1	1	-0.014945	-0.053997	15.243539	6.848949	8.398901	8.398901	13	638	163.2	0.	15.8	-163.	2	6
2236.069	08:41:54.069	37.297554516	-3.684757948	0.05	1	1	-0.012057	-0.054357	15.266787	6.796216	8.282438	8.282438	14	639	179.1	0.	12.8	-179.2	2	6
2236.319	08:41:54.319	37.297548389	-3.684804378	0.05	1	1	-0.013236	-0.054842	15.324959	6.742569	8.164847	8.164847	14	639	179.1	0.	12.8	-179.2	2	6
2236.569	08:41:54.569	37.297542622	-3.684850811	0.05	1	1	-0.01562	-0.055535	15.439491	6.686626	8.043174	8.043174	14	639	179.1	0.	12.8	-179.2	2	6
2236.819	08:41:54.819	37.297537033	-3.684897584	0.05	1	1	-0.01459	-0.055853	15.450254	6.635934	7.933764	7.933764	14	639	179.1	0.	12.8	-179.2	2	6
2237.069	08:41:55.069	37.297531714	-3.684944360	0.05	1	1	-0.017587	-0.056358	15.507575	6.580819	7.815716	7.815716	15	640	195.5	0.	10.2	-195.8	2	6
2237.319	08:41:55.319	37.297526487	-3.684991023	0.05	1	1	-0.021352	-0.056701	15.528172	6.532691	7.713404	7.713404	15	640	195.5	0.	10.2	-195.8	2	6
2237.569	08:41:55.569	37.297521620	-3.685037690	0.05	1	1	-0.023094	-0.056551	15.388497	6.474731	7.591145	7.591145	15	640	195.5	0.	10.2	-195.8	2	6
2237.819	08:41:55.819	37.297516934	-3.685084133	0.05	1	1	-0.025505	-0.057253	15.516139	6.429685	7.496845	7.496845	15	640	195.5	0.	10.2	-195.8	2	6
2238.069	08:41:56.069	37.297512517	-3.685130917	0.05	1	1	-0.025769	-0.05751	15.496225	6.373682	7.380487	7.380487	15	640	195.5	0.	10.2	-195.8	2	6
2238.319	08:41:56.319	37.297508371	-3.685177591	0.05	1	1	-0.029196	-0.057593	15.438621	6.325347	7.280842	7.280842	16	641	211.9	0.	8.2	-212.3	2	6
2238.569	08:41:56.569	37.297504496	-3.685224154	0.05	1	1	-0.030241	-0.058036	15.485352	6.278351	7.184649	7.184649	16	641	211.9	0.	8.2	-212.3	2	6
2238.819	08:41:56.819	37.297500889	-3.685271058	0.05	1	1	-0.03187	-0.058692	15.58203	6.226179	7.078667	7.078667	16	641	211.9	0.	8.2	-212.3	2	6
2239.069	08:41:57.069	37.297497732	-3.685318079	0.05	1	1	-0.033929	-0.059192	15.634885	6.174893	6.975301	6.975301	16	641	211.9	0.	8.2	-212.3	2	6
2239.319	08:41:57.319	37.297494937	-3.685364990	0.05	1	1	-0.031409	-0.059483	15.640611	6.131183	6.887846	6.887846	17	642	228.4	0.	6.8	-228.9	2	6
2239.569	08:41:57.569	37.297492410	-3.685412130	0.05	1	1	-0.037121	-0.059922	15.67932	6.083102	6.792329	6.792329	17	642	228.4	0.	6.8	-228.9	2	6
2239.819	08:41:57.819	37.297492410	-3.685412130	0.05	1	1	-0.036771	-0.060562	15.763462	6.029707	6.687092	6.687092	17	642	228.4	0.	6.8	-228.9	2	6
2240.069	08:41:58.069	37.297488167	-3.685506754	0.05	1	1	-0.040999	-0.06102	15.808787	5.98404	6.597779	6.597779	17	642	228.4	0.	6.8	-228.9	2	6
2240.319	08:41:58.319	37.297486539	-3.685554240	0.05	1	1	-0.035524	-0.061363	15.812173	5.933059	6.498836	6.498836	19	643	245.1	0.	5.8	-245.6	2	6
2240.569	08:41:58.569	37.297485454	-3.685601619	0.05	1	1	-0.041681	-0.061738	15.837798	5.890357	6.416575	6.416575	19	643	245.1	0.	5.8	-245.6	2	6
2240.819	08:41:58.819	37.297484728	-3.685649113	0.05	1	1	-0.640819	-0.077228	0.043453	0.006134	2.823452	2.823452	0	643	253.5	0.	5.5	-254.	0	4
2241.069	08:41:59.069	37.297484271	-3.685696835	0.05	1	1	-0.643077	-0.076529	0.044365	0.006623	2.985701	2.985701	0	643	253.5	0.	5.5	-254.	0	4
2241.319	08:41:59.319	37.297484536	-3.685744451	0.05	1	1	-0.641955	-0.077914	0.04529	0.007141	3.153596	3.153596	1	644	261.9	0.	5.5	-266.7	2	4
2241.569	08:41:59.569	37.297486690	-3.685792762	0.05	1	1	-0.637233	-0.082099	0.046198	0.007673	3.321946	3.321946	1	644	261.9	0.	5.5	-266.7	2	4
2241.819	08:41:59.819	37.297492088	-3.685841214	0.05	1	1	-0.620751	-0.087348	0.047086	0.008215	3.489579	3.489579	1	644	261.9	0.	5.5	-266.7	2	4
2242.069	08:42:0.069	37.297501364	-3.685889251	0.05	1	1	-0.605695	-0.090287	0.047867	0.008711	3.639697	3.639697	1	644	261.9	0.	5.5	-266.7	2	4
2242.319	08:42:0.319	37.297513711	-3.685936187	0.05	1	1	-0.58899	-0.092165	0.048665	0.009236	3.795755	3.795755	2	645	279.1	0.	7.8	-279.5	2	4
2242.569	08:42:0.569	37.297529402	-3.685981686	0.05	1	1	-0.565585	-0.093686	0.049413	0.009745	3.944404	3.944404	2	645	279.1	0.	7.8	-279.5	2	4
2242.819	08:42:0.819	37.297548348	-3.686025410	0.05	1	1	-0.544229	-0.095098	0.050072	0.010208	4.07717	4.07717	2	645	279.1	0.	7.8	-279.5	2	4
2243.069	08:42:1.069	37.297569737	-3.686067464	0.05	1	1	-0.528232	-0.094792	0.050688	0.010652	4.202832	4.202832	2	645	279.1	0.	7.8	-279.5	2	4
2243.319	08:42:1.319	37.297593844	-3.686107286	0.05	1	1	-0.50044	-0.095119	0.051255	0.011071	4.319924	4.319924	3	646	295.1	0.	15.2	-295.3	2	4
2243.569	08:42:1.569	37.297620942	-3.686144089	0.05	1	1	-0.463993	-0.095795	0.05176	0.011452	4.425192	4.425192	3	646	295.1	0.	15.2	-295.3	2	4
2243.819	08:42:1.819	37.297650489	-3.686178319	0.05	1	1	-0.436449	-0.094736	0.052185	0.01178	4.514616	4.514616	3	646	295.1	0.	15.2	-295.3	2	4
2244.069	08:42:2.069	37.297682217	-3.686209635	0.05	1	1	-0.409237	-0.09429	0.052558	0.012072	4.593645	4.593645	3	646	295.1	0.	15.2	-295.3	2	4
2244.319	08:42:2.319	37.297716308	-3.686237362	0.05	1	1	-0.368357	-0.093014	0.052849	0.012303	4.655855	4.655855	4	647	311.3	0.	31.8	-310.2	2	4
2244.569	08:42:2.569	37.297752226	-3.686261157	0.05	1	1	-0.331699	-0.090094	0.053098	0.012503	4.709276	4.709276	4	647	311.3	0.	31.8	-310.2	2	4
2244.819	08:42:2.819	37.297789609	-3.686280790	0.05	1	1	-0.28904	-0.087697	0.053247	0.012623	4.741452	4.741452	4	647	311.3	0.	31.8	-310.2	2	4
2245.069	08:42:3.069	37.297828459	-3.686296262	0.05	1	1	-0.254823	-0.085482	0.053338	0.012697	4.760912	4.760912	4	647	311.3	0.	31.8	-310.2	2	4
2245.319	08:42:3.319	37.297867693	-3.686307676	0.05	1	1	-0.212406	-0.082622	0.053344	0.012702	4.762405	4.762405	6	648	319.5	0.	48.2	-316.3	2	4
2245.569	08:42:3.569	37.297907403	-3.686314806	0.05	1	1	-0.172368	-0.07916	0.053278	0.012649	4.748154	4.748154	6	648	319.5	0.	48.2	-316.3	2	4
2245.819	08:42:3.819	37.297947224	-3.686318215	0.05	1	1	-0.141086	-0.076461	0.05316	0.012553	4.722573	4.722573	6	648	319.5	0.	48.2	-316.3	2	4
2246.069	08:42:4.069	37.297987241	-3.686318917	0.05	1	1	-0.124786	-0.075327	0.052995	0.01242	4.68724	4.68724	6	648	319.5	0.	48.2	-316.3	2	4
2246.319	08:42:4.319	37.298027092	-3.686317135	0.05	1	1	-0.105341	-0.074146	0.052816	0.012276	4.648709	4.648709	7	649	323.4	0.	66.2	-317.	2	4
2246.569	08:42:4.569	37.298066867	-3.686312983	0.05	1	1	-0.089596	-0.073033	0.052609	0.012112	4.604654	4.604654	7	649	323.4	0.	66.2	-317.	2	4
2246.819	08:42:4.819	37.298106471	-3.686307250	0.05	1	1	-0.08296	-0.072446	0.05238	0.011932	4.555989	4.555989	7	649	323.4	0.	66.2	-317.	2	4
2247.069	08:42:5.069	37.298145633	-3.686299934	0.05	1	1	-0.069232	-0.07141	0.052136	0.011742	4.504256	4.504256	7	649	323.4	0.	66.2	-317.	2	4
2247.319	08:42:5.319	37.298184533	-3.686291374	0.05	1	1	-0.071457	-0.071993	0.051894	0.011555	4.453251	4.453251	8	650	325.1	0.	83.5	-314.6	2	4
2247.569	08:42:5.569	37.298223168	-3.686281683	0.05	1	1	-0.064191	-0.071883	0.051641	0.011361	4.40019	4.40019	8	650	325.1	0.	83.5	-314.6	2	4
2247.819	08:42:5.819	37.298261540	-3.686270749	0.05	1	1	-0.059107	-0.071829	0.051388	0.01117	4.347395	4.347395	8	650	325.1	0.	83.5	-314.6	2	4
2248.069	08:42:6.069	37.298299649	-3.686258571	0.05	1	1	-0.054695	-0.071949	0.051124	0.010973	4.292706	4.292706	8	650	325.1	0.	83.5	-314.6	2	4
2248.319	08:42:6.319	37.298337494	-3.686245262	0.05	1	1	-0.051555	-0.072187	0.050867	0.010783	4.239611	4.239611	9	651	325.9	0.	100.5	-310.4	2	4
2248.569	08:42:6.569	37.298375164	-3.686231049	0.05	1	1	-0.050687	-0.072716	0.050605	0.010591	4.185768	4.185768	9	651	325.9	0.	100.5	-310.4	2	4
2248.819	08:42:6.819	37.298412659	-3.686215819	0.05	1	1	-0.053665	-0.073903	0.050345	0.010403	4.132645	4.132645	9	651	325.9	0.	100.5	-310.4	2	4
2249.069	08:42:7.069	37.298450160	-3.686199800	0.05	1	1	-0.057821	-0.075065	0.050085	0.010217	4.079779	4.079779	9	651	325.9	0.	100.5	-310.4	2	4
2249.319	08:42:7.319	37.298487573	-3.686183102	0.05	1	1	-0.059101	-0.075952	0.049841	0.010044	4.030312	4.030312	10	652	326.2	0.	117.	-304.8	2	4
2249.569	08:42:7.569	37.298524813	-3.686165388	0.05	1	1	-0.059434	-0.076621	0.049588	0.009867	3.979506	3.979506	10	652	326.2	0.	117.	-304.8	2	4
2249.819	08:42:7.819	37.298561967	-3.686146883	0.05	1	1	-0.06196	-0.077624	0.049353	0.009703	3.932291	3.932291	10	652	326.2	0.	117.	-304.8	2	4
2250.069	08:42:8.069	37.298598585	-3.686127470	0.05	1	1	-0.062998	-0.078174	0.049088	0.009522	3.879472	3.879472	10	652	326.2	0.	117.	-304.8	2	4
2250.319	08:42:8.319	37.298635208	-3.686107267	0.05	1	1	-0.067576	-0.079615	0.048854	0.009363	3.833104	3.833104	12	653	326.1	0.	133.5	-297.9	2	4
2250.569	08:42:8.569	37.298671386	-3.686086158	0.05	1	1	-0.066356	-0.079934	0.048624	0.009209	3.787699	3.787699	12	653	326.1	0.	133.5	-297.9	2	4
2250.819	08:42:8.819	37.298707389	-3.686064145	0.05	1	1	-0.067536	-0.080506	0.048403	0.009061	3.744188	3.744188	12	653	326.1	0.	133.5	-297.9	2	4
2251.069	08:42:9.069	37.298742946	-3.686041225	0.05	1	1	-0.06229	-0.080466	0.048151	0.008896	3.694983	3.694983	12	653	326.1	0.	133.5	-297.9	2	4
2251.319	08:42:9.319	37.298778058	-3.686017285	0.05	1	1	-0.068314	-0.081759	0.047907	0.008737	3.647473	3.647473	13	654	325.6	0.	149.	-289.8	2	4
2251.569	08:42:9.569	37.298812903	-3.685992892	0.05	1	1	-0.068588	-0.082363	0.047705	0.008607	3.608386	3.608386	13	654	325.6	0.	149.	-289.8	2	4
2251.819	08:42:9.819	37.298847302	-3.685967591	0.05	1	1	-0.068754	-0.082379	0.047478	0.008462	3.564766	3.564766	13	654	325.6	0.	149.	-289.8	2	4
2252.069	08:42:10.069	37.298881165	-3.685941384	0.05	1	1	-0.065046	-0.082665	0.047254	0.008321	3.521771	3.521771	13	654	325.6	0.	149.	-289.8	2	4
2252.319	08:42:10.319	37.298914493	-3.685914269	0.05	1	1	-0.074285	-0.084004	0.047017	0.008173	3.47643	3.47643	14	655	324.8	0.	164.	-280.6	2	4
2252.569	08:42:10.569	37.298947644	-3.685886588	0.05	1	1	-0.072481	-0.084149	0.046845	0.008066	3.443681	3.443681	14	655	324.8	0.	164.	-280.6	2	4
2252.819	08:42:10.819	37.298979900	-3.685857883	0.05	1	1	-0.073277	-0.08442	0.046627	0.007932	3.402495	3.402495	14	655	324.8	0.	164.	-280.6	2	4
2253.069	08:42:11.069	37.299011617	-3.685828609	0.05	1	1	-0.072402	-0.084227	0.046426	0.00781	3.364657	3.364657	14	655	324.8	0.	164.	-280.6	2	4
2253.319	08:42:11.319	37.299042618	-3.685798652	0.05	1	1	-0.069293	-0.084196	0.046222	0.007688	3.32639	3.32639	15	656	323.7	0.	178.5	-270.2	2	4
2253.569	08:42:11.569	37.299072814	-3.685767672	0.05	1	1	-0.073351	-0.085051	0.046	0.007555	3.284868	3.284868	15	656	323.7	0.	178.5	-270.2	2	4
2253.819	08:42:11.819	37.299102743	-3.685736012	0.05	1	1	-0.073594	-0.085318	0.045787	0.00743	3.245393	3.245393	15	656	323.7	0.	178.5	-270.2	2	4
2254.069	08:42:12.069	37.299132044	-3.685703783	0.05	1	1	-0.076799	-0.086149	0.04556	0.007297	3.203334	3.203334	15	656	323.7	0.	178.5	-270.2	2	4
2254.319	08:42:12.319	37.299160718	-3.685670984	0.05	1	1	-0.076464	-0.086052	0.045382	0.007194	3.17051	3.17051	16	657	321.7	0.	191.2	-258.8	2	4
2254.569	08:42:12.569	37.299188673	-3.685637614	0.05	1	1	-0.076269	-0.085972	0.045216	0.007099	3.140045	3.140045	16	657	321.7	0.	191.2	-258.8	2	4
2254.819	08:42:12.819	37.299215912	-3.685603673	0.05	1	1	-0.077165	-0.085975	0.045027	0.006992	3.105512	3.105512	16	657	321.7	0.	191.2	-258.8	2	4
2255.069	08:42:13.069	37.299215912	-3.685603673	0.05	1	1	-0.078546	-0.086166	0.044812	0.006871	3.066497	3.066497	16	657	321.7	0.	191.2	-258.8	2	4
2255.319	08:42:13.319	37.299268323	-3.685534306	0.05	1	1	-0.077337	-0.086029	0.044652	0.006782	3.037519	3.037519	18	658	319.5	0.	203.2	-246.6	2	4
2255.569	08:42:13.569	37.299268323	-3.685534306	0.05	1	1	-0.077285	-0.086403	0.044484	0.006689	3.007158	3.007158	18	658	319.5	0.	203.2	-246.6	2	4
2255.819	08:42:13.819	37.299293406	-3.685498992	0.05	1	1	-0.077685	-0.08648	0.044269	0.006571	2.968548	2.968548	18	658	319.5	0.	203.2	-246.6	2	4
2256.069	08:42:14.069	37.299341689	-3.685426541	0.05	1	1	-0.078486	-0.086688	0.04416	0.006511	2.948898	2.948898	18	658	319.5	0.	203.2	-246.6	2	4
2256.319	08:42:14.319	37.299364888	-3.685389517	0.1	1	1	-0.160211	-0.08233	0.043986	0.012835	2.917903	2.917903	19	659	316.9	0.	214.	-233.8	2	4
2256.569	08:42:14.569	37.299364888	-3.685389517	0.1	1	1	-0.152409	-0.081869	0.043781	0.012615	2.881446	2.881446	19	659	316.9	0.	214.	-233.8	2	4
2256.819	08:42:14.819	37.299387369	-3.685352036	0.1	1	1	-0.149405	-0.081239	0.043631	0.012457	2.854971	2.854971	19	659	316.9	0.	214.	-233.8	2	4
2257.069	08:42:15.069	37.299408862	-3.685313981	0.1	1	1	-0.137572	-0.080475	0.043456	0.012272	2.823971	2.823971	19	659	316.9	0.	214.	-233.8	2	4
2257.319	08:42:15.319	37.299429187	-3.685275351	0.1	1	1	-0.122025	-0.078738	0.043241	0.012048	2.786329	2.786329	20	660	313.3	0.	223.	-220.	2	4
2257.569	08:42:15.569	37.299448255	-3.685235695	0.1	1	1	-0.108026	-0.077019	0.043044	0.011845	2.75189	2.75189	20	660	313.3	0.	223.	-220.	2	4
2257.819	08:42:15.819	37.299465794	-3.685195573	0.1	1	1	-0.101545	-0.076953	0.042812	0.011609	2.711532	2.711532	20	660	313.3	0.	223.	-220.	2	4
2258.069	08:42:16.069	37.299482166	-3.685154651	0.1	1	1	-0.095963	-0.076774	0.042592	0.011387	2.673562	2.673562	20	660	313.3	0.	223.	-220.	2	4
2258.319	08:42:16.319	37.299497458	-3.685113267	0.1	1	1	-0.082956	-0.076131	0.042341	0.011137	2.630357	2.630357	21	661	308.4	0.	230.	-205.4	2	4
2258.569	08:42:16.569	37.299524897	-3.685029005	0.1	1	1	-0.08131	-0.076797	0.042057	0.010858	2.581726	2.581726	21	661	308.4	0.	230.	-205.4	2	4
2258.819	08:42:16.819	37.299524897	-3.685029005	0.1	1	1	-0.082902	-0.077159	0.041887	0.010694	2.552977	2.552977	21	661	308.4	0.	230.	-205.4	2	4
2259.069	08:42:17.069	37.299537312	-3.684986467	0.1	1	1	-0.075628	-0.077068	0.04159	0.010409	2.502768	2.502768	21	661	308.4	0.	230.	-205.4	2	4
2259.319	08:42:17.319	37.299548918	-3.684943584	0.1	1	1	-0.070751	-0.077059	0.041359	0.01019	2.463892	2.463892	22	662	302.6	0.	235.2	-190.2	2	4
2259.569	08:42:17.569	37.299559532	-3.684900578	0.1	1	1	-0.075799	-0.078433	0.041043	0.009896	2.411155	2.411155	22	662	302.6	0.	235.2	-190.2	2	4
2259.819	08:42:17.819	37.299569428	-3.684857228	0.1	1	1	-0.077221	-0.079276	0.040911	0.009774	2.389209	2.389209	22	662	302.6	0.	235.2	-190.2	2	4
2260.069	08:42:18.069	37.299578692	-3.684813984	0.1	1	1	-0.069962	-0.079512	0.040579	0.009473	2.334549	2.334549	22	662	302.6	0.	235.2	-190.2	2	4
2260.319	08:42:18.319	37.299587148	-3.684770169	0.15	1	1	-0.128351	-0.073829	0.040373	0.013934	2.300779	2.300779	24	663	296.2	0.	239.	-174.8	2	4
2260.569	08:42:18.569	37.299601267	-3.684682289	0.15	1	1	-0.129908	-0.074929	0.040141	0.013626	2.262936	2.262936	24	663	296.2	0.	239.	-174.8	2	4
2260.819	08:42:18.819	37.299601267	-3.684682289	0.15	1	1	-0.126408	-0.07554	0.039872	0.013273	2.219255	2.219255	24	663	296.2	0.	239.	-174.8	2	4
2261.069	08:42:19.069	37.299607201	-3.684638225	0.15	1	1	-0.116991	-0.074652	0.039679	0.013024	2.188185	2.188185	24	663	296.2	0.	239.	-174.8	2	4
2261.319	08:42:19.319	37.299612234	-3.684594041	0.15	1	1	-0.112586	-0.075116	0.039396	0.012664	2.14296	2.14296	25	664	289.2	0.	241.2	-159.1	2	4
2261.569	08:42:19.569	37.299616006	-3.684549732	0.15	1	1	-0.094367	-0.073332	0.039133	0.012334	2.101128	2.101128	25	664	289.2	0.	241.2	-159.1	2	4
2261.819	08:42:19.819	37.299618784	-3.684505640	0.15	1	1	-0.092074	-0.074038	0.038836	0.011967	2.054219	2.054219	25	664	289.2	0.	241.2	-159.1	2	4
2262.069	08:42:20.069	37.299620392	-3.684461424	0.15	1	1	-0.082665	-0.073725	0.038561	0.011632	2.011079	2.011079	25	664	289.2	0.	241.2	-159.1	2	4
2262.319	08:42:20.319	37.299620917	-3.684417425	0.15	1	1	-0.081361	-0.074238	0.038308	0.01133	1.971706	1.971706	26	665	281.1	0.	241.5	-143.5	2	4
2262.569	08:42:20.569	37.299619351	-3.684329740	0.15	1	1	-0.079611	-0.074772	0.03808	0.01106	1.93637	1.93637	26	665	281.1	0.	241.5	-143.5	2	4
2262.819	08:42:20.819	37.299619351	-3.684329740	0.15	1	1	-0.078296	-0.075852	0.037815	0.010753	1.895719	1.895719	26	665	281.1	0.	241.5	-143.5	2	4
2263.069	08:42:21.069	37.299617440	-3.684286170	0.15	1	1	-0.081718	-0.077347	0.037571	0.010474	1.85852	1.85852	26	665	281.1	0.	241.5	-143.5	2	4
2263.319	08:42:21.319	37.299611544	-3.684199010	0.15	1	1	-0.078981	-0.078206	0.037291	0.010158	1.816008	1.816008	27	666	272.7	0.	240.5	-128.	2	4
2263.569	08:42:21.569	37.299607559	-3.684155534	0.15	1	1	-0.080707	-0.079723	0.037032	0.009871	1.777054	1.777054	27	666	272.7	0.	240.5	-128.	2	4
2263.819	08:42:21.819	37.299607559	-3.684155534	0.15	1	1	-0.082568	-0.08088	0.036859	0.009682	1.751147	1.751147	27	666	272.7	0.	240.5	-128.	2	4
2264.069	08:42:22.069	37.299597422	-3.684069013	0.15	1	1	-0.076225	-0.080776	0.036588	0.009389	1.71082	1.71082	27	666	272.7	0.	240.5	-128.	2	4
2264.319	08:42:22.319	37.299597422	-3.684069013	0.15	1	1	-0.078299	-0.082067	0.036278	0.009061	1.665037	1.665037	28	667	263.6	0.	238.	-112.7	2	4
2264.569	08:42:22.569	37.299584214	-3.683983818	0.15	1	1	-0.077823	-0.082713	0.036115	0.008891	1.641176	1.641176	28	667	263.6	0.	238.	-112.7	2	4
2264.819	08:42:22.819	37.299584214	-3.683983818	0.2	1	1	-0.123399	-0.079819	0.035852	0.011493	1.602897	1.602897	28	667	263.6	0.	238.	-112.7	2	4
2265.069	08:42:23.069	37.299568297	-3.683899388	0.2	1	1	-0.121892	-0.081011	0.035613	0.01117	1.568279	1.568279	28	667	263.6	0.	238.	-112.7	2	4
2265.319	08:42:23.319	37.299559345	-3.683857447	0.2	1	1	-0.12103	-0.081766	0.035398	0.010884	1.537322	1.537322	30	668	254.4	0.	234.5	-97.8	2	4
2265.569	08:42:23.569	37.299549219	-3.683815946	0.2	1	1	-0.111639	-0.081573	0.035145	0.010552	1.501176	1.501176	30	668	254.4	0.	234.5	-97.8	2	4
2265.819	08:42:23.819	37.299549219	-3.683815946	0.2	1	1	-0.103548	-0.081192	0.034914	0.010254	1.468447	1.468447	30	668	254.4	0.	234.5	-97.8	2	4
2266.069	08:42:24.069	37.299525803	-3.683734495	0.2	1	1	-0.096263	-0.081381	0.034708	0.009992	1.439429	1.439429	30	668	254.4	0.	234.5	-97.8	2	4
2266.319	08:42:24.319	37.299512423	-3.683694544	0.2	1	1	-0.085463	-0.081172	0.0344	0.009607	1.396354	1.396354	31	669	244.1	0.	229.	-83.4	2	4
2266.569	08:42:24.569	37.299498049	-3.683655036	0.2	1	1	-0.084501	-0.082486	0.034178	0.009334	1.365459	1.365459	31	669	244.1	0.	229.	-83.4	2	4
2266.819	08:42:24.819	37.299482770	-3.683616083	0.2	1	1	-0.077811	-0.082217	0.033977	0.00909	1.337711	1.337711	31	669	244.1	0.	229.	-83.4	2	4
2267.069	08:42:25.069	37.299466226	-3.683577684	0.2	1	1	-0.067027	-0.082236	0.033676	0.008732	1.296535	1.296535	31	669	244.1	0.	229.	-83.4	2	4
2267.319	08:42:25.319	37.299448416	-3.683539949	0.2	1	1	-0.052464	-0.081681	0.033399	0.008409	1.25889	1.25889	32	670	233.1	0.	222.	-69.8	2	4
2267.569	08:42:25.569	37.299429792	-3.683502885	0.2	1	1	-0.060808	-0.084592	0.033084	0.008049	1.216468	1.216468	32	670	233.1	0.	222.	-69.8	2	4
2267.819	08:42:25.819	37.299410804	-3.683466156	0.2	1	1	-0.067441	-0.086788	0.032908	0.007851	1.192928	1.192928	32	670	233.1	0.	222.	-69.8	2	4
2268.069	08:42:26.069	37.299391363	-3.683429987	0.2	1	1	-0.069481	-0.088796	0.032639	0.007555	1.157305	1.157305	32	670	233.1	0.	222.	-69.8	2	4
2268.319	08:42:26.319	37.299371290	-3.683393924	0.2	1	1	-0.076938	-0.091488	0.032392	0.007287	1.124755	1.124755	33	671	221.4	0.	213.5	-56.9	2	4
2268.569	08:42:26.569	37.299350943	-3.683358537	0.2	1	1	-0.079868	-0.093106	0.032169	0.007048	1.095521	1.095521	33	671	221.4	0.	213.5	-56.9	2	4
2268.819	08:42:26.819	37.299329871	-3.683323820	0.2	1	1	-0.082247	-0.09512	0.031853	0.006719	1.054617	1.054617	33	671	221.4	0.	213.5	-56.9	2	4
2269.069	08:42:27.069	37.299308345	-3.683289663	0.2	1	1	-0.088654	-0.097567	0.031671	0.006532	1.031177	1.031177	33	671	221.4	0.	213.5	-56.9	2	4
2269.319	08:42:27.319	37.299286185	-3.683256064	0.2	1	1	-0.089531	-0.098257	0.031457	0.006315	1.003798	1.003798	33	671	221.4	0.	213.5	-56.9	2	4
2269.569	08:42:27.569	37.299263659	-3.683223252	0.2	1	1	-0.094295	-0.100263	0.031259	0.006119	0.978685	0.978685	34	672	209.1	0.	203.8	-44.7	2	4
2269.819	08:42:27.819	37.299240317	-3.683191448	0.2	1	1	-0.092844	-0.100966	0.03108	0.005943	0.956144	0.956144	34	672	209.1	0.	203.8	-44.7	2	4
2270.069	08:42:28.069	37.299216610	-3.683160431	0.2	1	1	-0.094596	-0.101885	0.030864	0.005735	0.929046	0.929046	34	672	209.1	0.	203.8	-44.7	2	4
2270.319	08:42:28.319	37.299192355	-3.683130537	0.2	1	1	-0.089577	-0.101495	0.030663	0.005544	0.903998	0.903998	34	672	209.1	0.	203.8	-44.7	2	4
2270.569	08:42:28.569	37.299167463	-3.683101653	0.2	1	1	-0.093653	-0.103631	0.03053	0.005419	0.887516	0.887516	36	673	196.7	0.	193.2	-33.7	2	4
2270.819	08:42:28.819	37.299142118	-3.683073216	0.2	1	1	-0.098319	-0.104483	0.030316	0.005221	0.861087	0.861087	36	673	196.7	0.	193.2	-33.7	2	4
